timestamp,ladle_id,operator,shift,radar_distance_m,filled_height_m,calculated_tons,flow_rate_tps,state
2026-02-05T13:54:46,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:54:47,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:54:48,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:54:49,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:54:50,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:54:51,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:55:44,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:55:45,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:55:46,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:55:47,03,shyam,A,2.043,,,0.0,POURING
